GalaxyName,Class,PointIndex,RadiusKpc,RadiusFraction,aN_over_a0,SignedLogResidual_TPG,AbsLogResidual_TPG,CumulativeMeanSignedResidual,CumulativeSignedResidual,S_tau_eff_clipped_0_2,InterpretationGuardrail
UGC04305,C,14,3.51,0.63587,0.0800262,-0.665742918,0.665742918,-0.470820056,-6.591480782,0.000000000,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC04305,C,15,3.76,0.681159,0.0769048,-0.751416039,0.751416039,-0.489526455,-7.342896820,0.000000000,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC04305,C,16,4.02,0.728261,0.0735758,-0.699748254,0.699748254,-0.502665317,-8.042645074,0.000000000,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC04305,C,17,4.26,0.771739,0.069669,-0.671287335,0.671287335,-0.512584259,-8.713932409,0.013789135,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC04305,C,18,4.52,0.818841,0.066375,-0.641214959,0.641214959,-0.519730409,-9.355147368,0.053120592,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC04305,C,19,4.77,0.86413,0.0642499,-0.651664332,0.651664332,-0.526674300,-10.006811701,0.047381467,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC04305,C,20,5.02,0.90942,0.0617069,-0.666629799,0.666629799,-0.533672075,-10.673441500,0.038408367,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC04305,C,21,5.27,0.95471,0.0580594,-0.687829670,0.687829670,-0.541012913,-11.361271170,0.026739345,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC04305,C,22,5.52,1,0.054033,-0.734324168,0.734324168,-0.549799788,-12.095595338,0.000000000,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC04325,C,1,0.7,0.125224,0.0880054,0.361318439,0.361318439,0.361318439,0.361318439,1.915971229,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC04325,C,2,1.4,0.250447,0.108918,0.454406477,0.454406477,0.407862458,0.815724916,2.000000000,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC04325,C,3,2.09,0.373882,0.133967,0.386140025,0.386140025,0.400621647,1.201864942,2.000000000,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC04325,C,4,2.79,0.499106,0.145198,0.272759495,0.272759495,0.368656109,1.474624437,1.735360820,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC04325,C,5,3.49,0.624329,0.141985,0.183642942,0.183642942,0.331653476,1.658267379,1.470179664,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC04325,C,6,4.19,0.749553,0.124439,0.151049208,0.151049208,0.301552764,1.809316587,1.368815543,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC04325,C,7,4.89,0.874776,0.10701,0.134379570,0.134379570,0.277670880,1.943696157,1.314817658,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC04325,C,8,5.59,1,0.0912773,0.106066263,0.106066263,0.256220303,2.049762420,1.237165874,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC04499,C,1,0.91,0.111247,0.131644,-0.362850841,0.362850841,-0.362850841,-0.362850841,0.302767295,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC04499,C,2,1.82,0.222494,0.0981454,-0.063911203,0.063911203,-0.213381022,-0.426762045,0.866874180,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC04499,C,3,2.73,0.333741,0.0900921,-0.004624176,0.004624176,-0.143795407,-0.431386220,0.990246375,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC04499,C,4,3.63,0.443765,0.0916213,-0.068490305,0.068490305,-0.124969131,-0.499876526,0.859589417,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC04499,C,5,4.55,0.556235,0.0797168,-0.059885586,0.059885586,-0.111952422,-0.559762111,0.879912395,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC04499,C,6,5.45,0.666259,0.0703594,-0.055213062,0.055213062,-0.102495862,-0.614975173,0.891468976,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC04499,C,7,6.37,0.778729,0.0596763,-0.047908602,0.047908602,-0.094697682,-0.662883775,0.908051738,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC04499,C,8,7.28,0.889976,0.0570431,-0.092778528,0.092778528,-0.094457788,-0.755662303,0.827089614,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC04499,C,9,8.18,1,0.0524889,-0.109658137,0.109658137,-0.096146716,-0.865320440,0.799920018,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC05253,C,1,0.13,0.00243948,32.7727,0.602863058,0.602863058,0.602863058,0.602863058,2.000000000,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC05253,C,2,0.25,0.00469131,36.9816,0.220992319,0.220992319,0.411927689,0.823855377,2.000000000,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC05253,C,3,0.38,0.00713079,32.2776,0.082577923,0.082577923,0.302144433,0.906433300,2.000000000,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC05253,C,4,0.51,0.00957028,27.0911,0.025266918,0.025266918,0.232925055,0.931700218,2.000000000,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC05253,C,5,0.63,0.0118221,23.1868,-0.000452397,0.000452397,0.186249564,0.931247821,0.969792596,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC05253,C,6,0.76,0.0142616,19.6347,-0.009519689,0.009519689,0.153621355,0.921728132,0.460727177,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC05253,C,7,0.89,0.0167011,16.9383,-0.013113873,0.013113873,0.129802037,0.908614259,0.356059379,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC05253,C,8,1.01,0.0189529,15.1212,-0.017776263,0.017776263,0.111354750,0.890837996,0.218105857,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC05253,C,9,1.14,0.0213924,13.4455,-0.018120931,0.018120931,0.096968563,0.872717065,0.286702713,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC05253,C,10,1.27,0.0238319,11.9621,-0.016660158,0.016660158,0.085605691,0.856056907,0.411838729,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC05253,C,11,1.39,0.0260837,10.9694,-0.016758297,0.016758297,0.076299874,0.839298610,0.454255701,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC05253,C,12,1.52,0.0285232,10.0223,-0.014915935,0.014915935,0.068698556,0.824382675,0.552783949,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC05253,C,13,1.65,0.0309627,9.16577,-0.014211812,0.014211812,0.062320836,0.810170863,0.607347461,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC05253,C,14,1.77,0.0332145,8.47928,-0.009014579,0.009014579,0.057225449,0.801156284,0.767422227,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC05253,C,15,1.9,0.035654,7.84009,-0.004117085,0.004117085,0.053135947,0.797039199,0.900821434,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC05253,C,16,2.03,0.0380935,7.29382,-0.004003372,0.004003372,0.049564739,0.793035827,0.909625686,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC05253,C,17,2.16,0.0405329,6.82611,-0.004730243,0.004730243,0.046370917,0.788305584,0.899395631,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC05253,C,18,2.28,0.0427848,6.46242,-0.002754183,0.002754183,0.043641745,0.785551401,0.944148407,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC05253,C,19,2.41,0.0452242,6.12529,-0.006203170,0.006203170,0.041018328,0.779348231,0.880225218,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC05253,C,20,2.54,0.0476637,5.83795,-0.006722840,0.006722840,0.038631270,0.772625392,0.875583408,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC05253,C,21,2.66,0.0499156,5.5979,-0.010936602,0.010936602,0.036270895,0.761688790,0.805295110,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC05253,C,22,2.79,0.052355,5.36372,-0.015666225,0.015666225,0.033910117,0.746022565,0.731885870,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC05253,C,23,2.92,0.0547945,5.14336,-0.015678502,0.015678502,0.031754090,0.730344064,0.741223678,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC05253,C,24,3.04,0.0570464,4.95308,-0.019073528,0.019073528,0.029636272,0.711270536,0.695733701,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC05253,C,25,3.17,0.0594858,4.75528,-0.021982136,0.021982136,0.027571536,0.689288401,0.661823786,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC05253,C,26,3.3,0.0619253,4.56621,-0.024203796,0.024203796,0.025580177,0.665084604,0.640655963,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC05253,C,27,3.42,0.0641771,4.39779,-0.025573503,0.025573503,0.023685596,0.639511102,0.632431789,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC05253,C,28,3.55,0.0666166,4.22285,-0.022450179,0.022450179,0.022037890,0.617060922,0.687648255,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC05253,C,29,3.68,0.0690561,4.06813,-0.024192644,0.024192644,0.020443734,0.592868279,0.674009888,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC05253,C,30,3.8,0.0713079,3.92855,-0.025108636,0.025108636,0.018925321,0.567759643,0.671475363,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC05253,C,31,3.93,0.0737474,3.77968,-0.025257327,0.025257327,0.017500075,0.542502316,0.679913990,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC05253,C,32,4.06,0.0761869,3.63827,-0.025148655,0.025148655,0.016167302,0.517353660,0.691075712,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC05253,C,33,4.18,0.0784387,3.51047,-0.024418548,0.024418548,0.014937428,0.492935112,0.708542360,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC05253,C,34,4.31,0.0808782,3.37748,-0.023287357,0.023287357,0.013813169,0.469647755,0.730437035,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC05253,C,35,4.44,0.0833177,3.25157,-0.022045776,0.022045776,0.012788628,0.447601980,0.752321531,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC05253,C,36,4.56,0.0855695,3.13953,-0.020588555,0.020588555,0.011861484,0.427013424,0.774906411,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC05253,C,37,4.69,0.088009,3.02299,-0.018760244,0.018760244,0.011033870,0.408253180,0.800764493,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC05253,C,38,4.82,0.0904485,2.91308,-0.016956103,0.016956103,0.010297292,0.391297077,0.824931939,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC05253,C,39,4.94,0.0927003,2.81568,-0.015107002,0.015107002,0.009645899,0.376190076,0.847966586,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC05253,C,40,4.99,0.0936386,2.77637,-0.014313748,0.014313748,0.009046908,0.361876327,0.857456678,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC05253,C,41,5.07,0.0951398,2.71474,-0.012983586,0.012983586,0.008509579,0.348892741,0.872843426,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC05253,C,42,5.2,0.0975793,2.61812,-0.010714407,0.010714407,0.008051865,0.338178334,0.897832594,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC05253,C,43,5.45,0.102271,2.44656,-0.010518691,0.010518691,0.007619992,0.327659643,0.904721755,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC05253,C,44,5.58,0.10471,2.3617,-0.007972072,0.007972072,0.007265627,0.319687570,0.929587829,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC05253,C,45,5.7,0.106962,2.28721,-0.005661180,0.005661180,0.006978364,0.314026391,0.951121313,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC05253,C,46,5.83,0.109401,2.20749,-0.002671604,0.002671604,0.006768582,0.311354787,0.977496384,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC05253,C,47,6.47,0.121411,1.88089,0.008714386,0.008714386,0.006809982,0.320069173,1.065776435,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC05253,C,48,6.59,0.123663,1.83033,0.006119050,0.006119050,0.006795588,0.326188224,1.045251339,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC05253,C,49,6.66,0.124977,1.8025,0.006805153,0.006805153,0.006795783,0.332993376,1.049806075,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC05253,C,50,6.72,0.126102,1.7784,0.007554944,0.007554944,0.006810966,0.340548320,1.054798397,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC05253,C,51,6.85,0.128542,1.73035,0.008589934,0.008589934,0.006845848,0.349138254,1.061166691,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC05253,C,52,6.97,0.130794,1.68862,0.009329642,0.009329642,0.006893613,0.358467896,1.065352699,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC05253,C,53,7.1,0.133233,1.64575,0.009977247,0.009977247,0.006951795,0.368445143,1.068695545,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC05253,C,54,7.23,0.135673,1.60568,0.010347077,0.010347077,0.007014671,0.378792220,1.070075095,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC05253,C,55,8.32,0.156127,1.32489,0.012555024,0.012555024,0.007115404,0.391347244,1.075042514,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC05253,C,56,10,0.187652,1.00409,0.017316437,0.017316437,0.007297566,0.408663681,1.087673436,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC05253,C,57,11.61,0.217865,0.802118,0.021418775,0.021418775,0.007545306,0.430082456,1.095944001,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC05253,C,58,13.35,0.250516,0.620582,0.042889099,0.042889099,0.008154682,0.472971555,1.170637737,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC05253,C,59,14.98,0.281103,0.498743,0.053622099,0.053622099,0.008925316,0.526593654,1.194154584,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC05253,C,60,16.61,0.311691,0.412095,0.064103497,0.064103497,0.009844953,0.590697152,1.215520801,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC05253,C,61,18.34,0.344155,0.347688,0.069256249,0.069256249,0.010818908,0.659953401,1.218736739,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC05253,C,62,19.97,0.374742,0.304156,0.069436462,0.069436462,0.011764353,0.729389863,1.209104960,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC05253,C,63,21.6,0.405329,0.267152,0.071504191,0.071504191,0.012712604,0.800894053,1.206386426,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC05253,C,64,23.33,0.437793,0.236222,0.067981279,0.067981279,0.013576177,0.868875333,1.188410787,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC05253,C,65,26.7,0.501032,0.189442,0.066495012,0.066495012,0.014390313,0.935370345,1.172714034,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC05253,C,66,29.95,0.562019,0.154193,0.058017077,0.058017077,0.015051325,0.993387422,1.142161929,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC05253,C,67,33.32,0.625258,0.125828,0.035740294,0.035740294,0.015360115,1.029127716,1.082510582,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC05253,C,68,36.68,0.688309,0.104936,-0.007106364,0.007106364,0.015029726,1.022021351,0.984563549,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC05253,C,69,39.94,0.749484,0.0887534,-0.037224576,0.037224576,0.014272417,0.984796775,0.922971637,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC05253,C,70,43.3,0.812535,0.0761557,-0.027483662,0.027483662,0.013675902,0.957313113,0.944456507,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC05253,C,71,46.67,0.875774,0.0674723,-0.015552035,0.015552035,0.013264241,0.941761078,0.969044637,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC05253,C,72,49.92,0.936761,0.0609428,-0.010735128,0.010735128,0.012930916,0.931025949,0.978940577,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC05253,C,73,53.29,1,0.0538692,0.020995086,0.020995086,0.013041384,0.952021035,1.041036417,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC05716,A,1,1.03,0.083266,0.0649992,0.214401710,0.214401710,0.214401710,0.214401710,1.476652132,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC05716,A,2,2.07,0.16734,0.0568971,0.137184232,0.137184232,0.175792971,0.351585942,1.286828681,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC05716,A,3,3.09,0.249798,0.0425185,0.148334038,0.148334038,0.166639993,0.499919980,1.298726236,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC05716,A,4,4.13,0.333872,0.035174,0.143221053,0.143221053,0.160785258,0.643141033,1.280458403,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC05716,A,5,5.16,0.417138,0.0324862,0.132316658,0.132316658,0.155091538,0.775457691,1.255081083,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC05716,A,6,6.2,0.501213,0.0310324,0.122219508,0.122219508,0.149612866,0.897677198,1.233081682,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC05716,A,7,7.23,0.584479,0.0311319,0.094314582,0.094314582,0.141713112,0.991991781,1.177397704,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC05716,A,8,8.26,0.667745,0.0305251,0.059321455,0.059321455,0.131414154,1.051313236,1.109355623,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC05716,A,9,9.28,0.750202,0.0287169,0.017487218,0.017487218,0.118755606,1.068800453,1.031334377,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC05716,A,10,10.34,0.835893,0.0260322,-0.011360292,0.011360292,0.105744016,1.057440162,0.980163772,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC05716,A,11,11.4,0.921584,0.0226375,-0.004342145,0.004342145,0.095736183,1.053098017,0.992508822,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC05716,A,12,12.37,1,0.0192362,0.035336637,0.035336637,0.090702888,1.088434654,1.061135105,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC05764,A,1,0.36,0.0994475,0.0164897,0.610889255,0.610889255,0.610889255,0.610889255,2.000000000,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC05764,A,2,0.73,0.201657,0.0328616,0.393262073,0.393262073,0.502075664,1.004151327,1.869984133,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC05764,A,3,1.09,0.301105,0.0381056,0.428909059,0.428909059,0.477686796,1.433060387,1.985753817,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC05764,A,4,1.45,0.400552,0.0423285,0.398383001,0.398383001,0.457860847,1.831443388,1.913755713,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC05764,A,5,1.81,0.5,0.0481827,0.289154438,0.289154438,0.424119565,2.120597826,1.637713407,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC05764,A,6,2.17,0.599448,0.05054,0.248331219,0.248331219,0.394821508,2.368929045,1.539938619,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC05764,A,7,2.54,0.701657,0.0495971,0.207812568,0.207812568,0.368105945,2.576741613,1.441195280,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC05764,A,8,2.9,0.801105,0.0459722,0.144482868,0.144482868,0.340153060,2.721224481,1.293627281,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC05764,A,9,3.26,0.900552,0.0392266,0.052759008,0.052759008,0.308220388,2.773983489,1.100099684,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC05764,A,10,3.62,1,0.0334016,0.053460428,0.053460428,0.282744392,2.827443917,1.099362222,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC05829,C,1,0.63,0.0911722,0.00984134,0.146794281,0.146794281,0.146794281,0.146794281,1.252957922,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC05829,C,2,1.26,0.182344,0.0153728,0.247110928,0.247110928,0.196952604,0.393905209,1.466142930,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC05829,C,3,1.88,0.272069,0.0222661,0.141483680,0.141483680,0.178462963,0.535388888,1.262303939,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC05829,C,4,2.52,0.364689,0.0186224,0.187293356,0.187293356,0.180670561,0.722682244,1.348957572,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC05829,C,5,3.14,0.454414,0.0285575,0.025264350,0.025264350,0.149589319,0.747946594,1.045416810,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC05829,C,6,3.77,0.545586,0.0374652,-0.047131469,0.047131469,0.116802521,0.700815124,0.915455901,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC05829,C,7,4.4,0.636758,0.0405195,-0.070933758,0.070933758,0.089983052,0.629881366,0.872919073,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC05829,C,8,5.03,0.727931,0.0489455,-0.097613833,0.097613833,0.066533442,0.532267533,0.822708739,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC05829,C,9,5.65,0.817656,0.0568499,-0.153524744,0.153524744,0.042082532,0.378742789,0.722412973,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC05829,C,10,6.29,0.910275,0.0577043,-0.134526317,0.134526317,0.024421647,0.244216472,0.753917975,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC05829,C,11,6.91,1,0.0547672,-0.119353491,0.119353491,0.011351180,0.124862981,0.781842131,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC05918,C,1,0.56,0.125561,0.0176588,0.127122598,0.127122598,0.127122598,0.127122598,1.228437993,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC05918,C,2,1.11,0.248879,0.0185848,0.250082970,0.250082970,0.188602784,0.377205568,1.481257292,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC05918,C,3,1.67,0.374439,0.0173589,0.271135072,0.271135072,0.216113546,0.648340639,1.523973636,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC05918,C,4,2.23,0.5,0.02506,0.079926090,0.079926090,0.182066682,0.728266729,1.145485644,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC05918,C,5,2.79,0.625561,0.0271654,0.029058989,0.029058989,0.151465144,0.757325718,1.052032078,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC05918,C,6,3.34,0.748879,0.0234472,0.025112755,0.025112755,0.130406412,0.782438473,1.044137715,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC05918,C,7,3.9,0.874439,0.0232382,-0.015832016,0.015832016,0.109515208,0.766606457,0.972764955,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC05918,C,8,4.46,1,0.0235379,-0.043779360,0.043779360,0.090353387,0.722827097,0.925624062,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC06446,C,1,0.58,0.0567515,0.106122,0.117284497,0.117284497,0.117284497,0.117284497,1.271905508,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC06446,C,2,1.16,0.113503,0.102105,0.343277617,0.343277617,0.230281057,0.460562114,1.887777100,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC06446,C,3,1.74,0.170254,0.0795469,0.330748227,0.330748227,0.263770114,0.791310341,1.809545924,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC06446,C,4,2.33,0.227984,0.0650753,0.295778144,0.295778144,0.271772121,1.087088485,1.686191813,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC06446,C,5,2.91,0.284736,0.065387,0.233405627,0.233405627,0.264098822,1.320494112,1.524563403,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC06446,C,6,3.49,0.341487,0.0616207,0.208746462,0.208746462,0.254873429,1.529240574,1.458656517,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC06446,C,7,4.07,0.398239,0.0498464,0.248614596,0.248614596,0.253979310,1.777855170,1.539518850,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC06446,C,8,4.65,0.45499,0.0490605,0.244058548,0.244058548,0.252739215,2.021913718,1.527131433,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC06446,C,9,5.23,0.511742,0.0509631,0.207753989,0.207753989,0.247740856,2.229667707,1.442853855,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC06446,C,10,5.81,0.568493,0.0505358,0.154280106,0.154280106,0.238394781,2.383947814,1.319528740,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC06446,C,11,6.4,0.626223,0.05138,0.110242326,0.110242326,0.226744558,2.494190139,1.223798679,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC06446,C,12,6.98,0.682975,0.0517783,0.074065521,0.074065521,0.214021305,2.568255661,1.147793777,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC06446,C,13,7.62,0.745597,0.0525418,0.033778764,0.033778764,0.200156494,2.602034425,1.066194700,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC06446,C,14,8.28,0.810176,0.0484768,0.044367662,0.044367662,0.189028720,2.646402087,1.086361440,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC06446,C,15,8.9,0.870841,0.039467,0.070872151,0.070872151,0.181151616,2.717274238,1.135813635,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC06446,C,16,9.52,0.931507,0.0368611,0.047401470,0.047401470,0.172792232,2.764675708,1.088953302,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC06446,C,17,10.22,1,0.0350926,-0.009193900,0.009193900,0.162087165,2.755481808,0.983336518,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC06818,C,1,0.87,0.124642,0.119907,-0.415733282,0.415733282,-0.415733282,-0.415733282,0.236971969,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC06818,C,2,1.74,0.249284,0.118919,-0.580176547,0.580176547,-0.497954915,-0.995909830,0.014324070,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC06818,C,3,2.61,0.373926,0.0915207,-0.427549239,0.427549239,-0.474486356,-1.423459069,0.262243658,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC06818,C,4,3.5,0.501433,0.0747942,-0.248130351,0.248130351,-0.417897355,-1.671589420,0.551229788,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC06818,C,5,4.37,0.626074,0.0610158,-0.006710840,0.006710840,-0.335660052,-1.678300259,0.986806098,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC06818,C,6,5.24,0.750716,0.055214,0.053451322,0.053451322,-0.270808156,-1.624848937,1.106600918,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
UGC06818,C,7,6.11,0.875358,0.0470961,-0.014424549,0.014424549,-0.234181927,-1.639273486,0.972853099,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
