GalaxyName,Class,PointIndex,RadiusKpc,RadiusFraction,aN_over_a0,SignedLogResidual_TPG,AbsLogResidual_TPG,CumulativeMeanSignedResidual,CumulativeSignedResidual,S_tau_eff_clipped_0_2,InterpretationGuardrail
NGC2403,A,15,1.57,0.0752276,0.714787,0.063207696,0.063207696,0.070463546,1.056953197,1.272370678,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC2403,A,16,1.67,0.0800192,0.720392,0.062357131,0.062357131,0.069956895,1.119310328,1.269657032,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC2403,A,17,1.77,0.0848107,0.722026,0.032506674,0.032506674,0.067753941,1.151817002,1.138632625,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC2403,A,18,1.87,0.0896023,0.717045,0.027545587,0.027545587,0.065520144,1.179362588,1.116770878,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC2403,A,19,1.97,0.0943939,0.711406,0.024975179,0.024975179,0.063386198,1.204337767,1.105315769,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC2403,A,20,2.08,0.0996646,0.705716,0.019897140,0.019897140,0.061211745,1.224234908,1.083350374,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC2403,A,21,2.18,0.104456,0.703442,-0.011607613,0.011607613,0.057744157,1.212627295,0.952213222,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC2403,A,22,2.28,0.109248,0.681381,-0.023229045,0.023229045,0.054063557,1.189398250,0.906425303,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC2403,A,23,2.37,0.11356,0.649427,-0.026376052,0.026376052,0.050566183,1.163022199,0.896391712,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC2403,A,24,2.47,0.118352,0.616729,-0.039937507,0.039937507,0.046795195,1.123084692,0.848005252,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC2403,A,25,2.57,0.123143,0.588239,-0.033755449,0.033755449,0.043573170,1.089329243,0.873980872,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC2403,A,26,2.68,0.128414,0.557796,-0.037060674,0.037060674,0.040471868,1.052268569,0.865215826,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC2403,A,27,2.78,0.133206,0.532963,-0.040322741,0.040322741,0.037479475,1.011945828,0.856571366,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC2403,A,28,2.88,0.137997,0.510248,-0.034529847,0.034529847,0.034907714,0.977415980,0.879176869,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC2403,A,29,2.98,0.142789,0.490706,-0.029744780,0.029744780,0.032678317,0.947671201,0.897429569,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC2403,A,30,3.08,0.14758,0.475208,-0.015949167,0.015949167,0.031057401,0.931722034,0.945378136,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC2403,A,31,3.19,0.152851,0.459644,-0.032483494,0.032483494,0.029007695,0.899238540,0.891203737,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC2403,A,32,3.29,0.157643,0.449888,-0.040932327,0.040932327,0.026822069,0.858306212,0.864695633,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC2403,A,33,3.39,0.162434,0.441887,-0.030460872,0.030460872,0.025086222,0.827845340,0.899531592,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC2403,A,34,3.49,0.167226,0.433714,-0.000835807,0.000835807,0.024323810,0.827009533,0.997223555,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC2403,A,35,3.59,0.172017,0.423408,0.020486319,0.020486319,0.024214167,0.847495852,1.068115850,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC2403,A,36,3.69,0.176809,0.416225,0.030307421,0.030307421,0.024383424,0.877803273,1.100574820,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC2403,A,37,3.79,0.1816,0.406662,0.042153750,0.042153750,0.024863703,0.919957023,1.139426712,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC2403,A,38,3.9,0.186871,0.394391,0.072224976,0.072224976,0.026110053,0.992181999,1.239639024,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC2403,A,39,3.99,0.191184,0.384286,0.069182134,0.069182134,0.027214465,1.061364133,1.226893057,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC2403,A,40,4.47,0.214183,0.33898,0.052655349,0.052655349,0.027850487,1.114019481,1.163392729,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC2403,A,41,4.97,0.238141,0.29798,0.065914489,0.065914489,0.028778877,1.179933971,1.196752455,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC2403,A,42,5.47,0.262099,0.26269,0.082588881,0.082588881,0.030060068,1.262522852,1.238419744,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC2403,A,43,5.96,0.285577,0.230862,0.088749479,0.088749479,0.031424938,1.351272331,1.246839550,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC2403,A,44,6.46,0.309535,0.203514,0.096469008,0.096469008,0.032903212,1.447741340,1.259563900,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC2403,A,45,6.96,0.333493,0.183011,0.092937867,0.092937867,0.034237316,1.540679207,1.242355082,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC2403,A,46,7.45,0.356972,0.166195,0.089593452,0.089593452,0.035440710,1.630272659,1.227361176,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC2403,A,47,7.95,0.38093,0.151756,0.086101536,0.086101536,0.036518600,1.716374195,1.213152250,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC2403,A,48,8.45,0.404887,0.140403,0.088364603,0.088364603,0.037598725,1.804738797,1.214904356,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC2403,A,49,8.94,0.428366,0.131174,0.089807634,0.089807634,0.038664213,1.894546431,1.215111297,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC2403,A,50,9.44,0.452324,0.122839,0.083678853,0.083678853,0.039564506,1.978225284,1.196846709,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC2403,A,51,9.94,0.476282,0.115006,0.071246725,0.071246725,0.040185726,2.049472009,1.164146095,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC2403,A,52,10.43,0.49976,0.109218,0.063850692,0.063850692,0.040640821,2.113322701,1.144942193,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC2403,A,53,10.93,0.523718,0.103577,0.065435525,0.065435525,0.041108646,2.178758226,1.147017148,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC2403,A,54,11.43,0.547676,0.0980472,0.076363832,0.076363832,0.041761520,2.255122057,1.170599314,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC2403,A,55,11.92,0.571155,0.0925759,0.074041836,0.074041836,0.042348434,2.329163893,1.163340711,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC2403,A,56,12.42,0.595113,0.0878556,0.085822658,0.085822658,0.043124760,2.414986551,1.188539386,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC2403,A,57,12.92,0.61907,0.0832886,0.091080684,0.091080684,0.043966092,2.506067235,1.198607151,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC2403,A,58,13.42,0.643028,0.0782643,0.092489015,0.092489015,0.044802694,2.598556250,1.199519476,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC2403,A,59,13.91,0.666507,0.0733586,0.095844576,0.095844576,0.045667811,2.694400826,1.204721985,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC2403,A,60,14.41,0.690465,0.0690836,0.097996803,0.097996803,0.046539960,2.792397629,1.207367038,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC2403,A,61,14.91,0.714423,0.0652084,0.107539170,0.107539170,0.047539948,2.899936798,1.226436534,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC2403,A,62,15.4,0.737901,0.0615487,0.110548828,0.110548828,0.048556220,3.010485626,1.230913420,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC2403,A,63,15.9,0.761859,0.057984,0.106954679,0.106954679,0.049483179,3.117440305,1.220862876,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC2403,A,64,16.4,0.785817,0.0546002,0.119059895,0.119059895,0.050570316,3.236500199,1.245055842,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC2403,A,65,16.89,0.809296,0.0512086,0.125846929,0.125846929,0.051728417,3.362347128,1.257387794,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC2403,A,66,17.39,0.833253,0.0481647,0.146700003,0.146700003,0.053167381,3.509047131,1.300500932,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC2403,A,67,17.89,0.857211,0.0452138,0.153880005,0.153880005,0.054670554,3.662927136,1.313485120,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC2403,A,68,18.38,0.88069,0.0425389,0.153658151,0.153658151,0.056126254,3.816585288,1.310314722,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC2403,A,69,18.88,0.904648,0.0399928,0.146303698,0.146303698,0.057433174,3.962888986,1.291862052,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC2403,A,70,19.38,0.928606,0.0380583,0.157640758,0.157640758,0.058864711,4.120529743,1.314210413,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC2403,A,71,19.87,0.952084,0.0367133,0.172275782,0.172275782,0.060462050,4.292805526,1.344332450,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC2403,A,72,20.37,0.976042,0.035421,0.164750454,0.164750454,0.061910500,4.457555979,1.326494006,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC2403,A,73,20.87,1,0.0342432,0.156801425,0.156801425,0.063210375,4.614357404,1.308135787,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC2976,C,1,0.11,0.0484581,0.17894,-0.745539420,0.745539420,-0.745539420,-0.745539420,0.000000000,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC2976,C,2,0.17,0.0748899,0.194279,-0.654975891,0.654975891,-0.700257656,-1.400515311,0.000000000,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC2976,C,3,0.24,0.105727,0.221246,-0.480908274,0.480908274,-0.627141195,-1.881423586,0.000000000,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC2976,C,4,0.31,0.136564,0.240115,-0.288233629,0.288233629,-0.542414304,-2.169657215,0.325919949,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC2976,C,5,0.38,0.167401,0.252923,-0.130286375,0.130286375,-0.459988718,-2.299943590,0.665787419,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC2976,C,6,0.45,0.198238,0.265058,-0.134753787,0.134753787,-0.405782896,-2.434697378,0.649869380,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC2976,C,7,0.52,0.229075,0.279408,-0.223813612,0.223813612,-0.379787284,-2.658510989,0.433344168,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC2976,C,8,0.59,0.259912,0.295025,-0.204857440,0.204857440,-0.357921054,-2.863368429,0.466915177,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC2976,C,9,0.66,0.290749,0.309738,-0.163215847,0.163215847,-0.336287142,-3.026584276,0.559287520,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC2976,C,10,0.73,0.321586,0.323576,-0.123340491,0.123340491,-0.314992477,-3.149924767,0.655144899,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC2976,C,11,0.8,0.352423,0.336432,-0.096476691,0.096476691,-0.295127405,-3.246401458,0.722822858,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC2976,C,12,0.87,0.38326,0.349447,-0.080804165,0.080804165,-0.277267135,-3.327205623,0.762780491,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC2976,C,13,0.94,0.414097,0.366279,-0.069374558,0.069374558,-0.261275399,-3.396580181,0.791555592,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC2976,C,14,1.01,0.444934,0.392188,-0.125246940,0.125246940,-0.251559080,-3.521827121,0.624164557,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC2976,C,15,1.08,0.475771,0.421425,-0.138239119,0.138239119,-0.244004416,-3.660066240,0.575903100,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC2976,C,16,1.14,0.502203,0.446201,-0.076893105,0.076893105,-0.233559959,-3.736959345,0.751159293,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC2976,C,17,1.21,0.53304,0.481772,-0.022497325,0.022497325,-0.221144510,-3.759456670,0.922752883,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC2976,C,18,1.29,0.568282,0.521934,-0.019971744,0.019971744,-0.209968245,-3.779428414,0.928902363,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC2976,C,19,1.35,0.594714,0.551881,-0.032046899,0.032046899,-0.200603964,-3.811475313,0.883725033,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC2976,C,20,1.42,0.625551,0.580469,-0.047220896,0.047220896,-0.192934810,-3.858696210,0.825966134,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC2976,C,21,1.49,0.656388,0.606142,-0.052781449,0.052781449,-0.186260841,-3.911477659,0.802033629,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC2976,C,22,1.56,0.687225,0.629259,-0.053778589,0.053778589,-0.180238920,-3.965256248,0.794763310,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC2976,C,23,1.63,0.718062,0.640708,-0.040905896,0.040905896,-0.174180963,-4.006162144,0.841517100,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC2976,C,24,1.74,0.76652,0.639873,-0.027852491,0.027852491,-0.168083943,-4.034014635,0.891456298,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC2976,C,25,1.93,0.85022,0.552641,-0.027218093,0.027218093,-0.162449309,-4.061232729,0.900945814,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC2976,C,26,2.1,0.92511,0.480937,0.031918081,0.031918081,-0.154973640,-4.029314648,1.112536013,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC2976,C,27,2.27,1,0.428763,-0.008706053,0.008706053,-0.149556322,-4.038020701,0.971327318,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC3109,C,1,0.26,0.0403101,0.0050525,-0.049250052,0.049250052,-0.049250052,-0.049250052,0.926722263,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC3109,C,2,0.52,0.0806202,0.00814394,0.033674423,0.033674423,-0.007787814,-0.015575628,1.053990697,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC3109,C,3,0.77,0.11938,0.0157903,-0.118112659,0.118112659,-0.044562762,-0.133688287,0.814279473,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC3109,C,4,1.03,0.15969,0.0208883,-0.114752201,0.114752201,-0.062110122,-0.248440488,0.814156206,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC3109,C,5,1.29,0.2,0.0259737,-0.062996813,0.062996813,-0.062287460,-0.311437301,0.892815151,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC3109,C,6,1.55,0.24031,0.0295996,0.003788193,0.003788193,-0.051274851,-0.307649108,1.006765855,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC3109,C,7,1.81,0.28062,0.0322988,0.036724025,0.036724025,-0.038703583,-0.270925083,1.067398616,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC3109,C,8,2.06,0.31938,0.0336365,0.065747462,0.065747462,-0.025647203,-0.205177621,1.123068488,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC3109,C,9,2.32,0.35969,0.0329486,0.120098846,0.120098846,-0.009453197,-0.085078775,1.230494946,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC3109,C,10,2.58,0.4,0.0316929,0.075668887,0.075668887,-0.000940989,-0.009409889,1.141297540,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC3109,C,11,2.84,0.44031,0.0304865,0.152794999,0.152794999,0.013035010,0.143385110,1.295343808,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC3109,C,12,3.1,0.48062,0.0295127,0.161649109,0.161649109,0.025419518,0.305034220,1.312652669,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC3109,C,13,3.35,0.51938,0.0291642,0.153014631,0.153014631,0.035234527,0.458048851,1.294225329,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC3109,C,14,3.61,0.55969,0.028654,0.168105967,0.168105967,0.044725344,0.626154818,1.325074306,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC3109,C,15,3.87,0.6,0.0263124,0.194565624,0.194565624,0.054714696,0.820720443,1.377630074,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC3109,C,16,4.13,0.64031,0.0241861,0.200604958,0.200604958,0.063832838,1.021325400,1.386872603,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC3109,C,17,4.38,0.67907,0.0234995,0.222138308,0.222138308,0.073144924,1.243463709,1.431827035,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC3109,C,18,4.64,0.71938,0.0229304,0.229358539,0.229358539,0.081823458,1.472822248,1.446339109,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC3109,C,19,4.9,0.75969,0.0225981,0.242145334,0.242145334,0.090261452,1.714967582,1.473613799,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC3109,C,20,5.16,0.8,0.022264,0.245748050,0.245748050,0.098035782,1.960715633,1.480789502,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC3109,C,21,5.42,0.84031,0.0223354,0.246795904,0.246795904,0.105119597,2.207511537,1.483269404,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC3109,C,22,5.67,0.87907,0.022403,0.256775794,0.256775794,0.112013060,2.464287331,1.505597294,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC3109,C,23,5.93,0.91938,0.0214882,0.244524613,0.244524613,0.117774432,2.708811943,1.476284122,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC3109,C,24,6.19,0.95969,0.0202434,0.242633386,0.242633386,0.122976889,2.951445330,1.469189912,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC3109,C,25,6.45,1,0.0191089,0.258967811,0.258967811,0.128416526,3.210413141,1.502075952,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC3198,A,1,0.32,0.00725953,1.68975,-0.761150844,0.761150844,-0.761150844,-0.761150844,0.000000000,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC3198,A,2,0.64,0.0145191,1.14478,-0.388504244,0.388504244,-0.574827544,-1.149655089,0.000000000,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC3198,A,3,0.96,0.0217786,0.877407,-0.446947304,0.446947304,-0.532200798,-1.596602393,0.000000000,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC3198,A,4,1.28,0.0290381,0.721531,-0.271992754,0.271992754,-0.467148787,-1.868595146,0.001159217,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC3198,A,5,1.61,0.0365245,0.594902,-0.159475595,0.159475595,-0.405614148,-2.028070741,0.437378689,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC3198,A,6,1.93,0.043784,0.483965,-0.070680293,0.070680293,-0.349791839,-2.098751034,0.762582566,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC3198,A,7,2.24,0.0508167,0.45667,-0.061997694,0.061997694,-0.308678390,-2.160748728,0.795925095,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC3198,A,8,2.57,0.0583031,0.415248,-0.041811918,0.041811918,-0.275320081,-2.202560646,0.866282999,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC3198,A,9,2.89,0.0655626,0.369744,0.053053180,0.053053180,-0.238834163,-2.149507466,1.170057570,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC3198,A,10,3.21,0.0728221,0.370086,0.024540521,0.024540521,-0.212496694,-2.124966945,1.077569146,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC3198,A,11,3.54,0.0803085,0.3908,0.025742851,0.025742851,-0.190838554,-2.099224094,1.083138729,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC3198,A,12,3.85,0.0873412,0.41313,0.020387991,0.020387991,-0.173236342,-2.078836102,1.067120720,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC3198,A,13,4.17,0.0946007,0.432207,0.000631225,0.000631225,-0.159861914,-2.078204877,1.002095412,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC3198,A,14,4.5,0.102087,0.43635,-0.023595904,0.023595904,-0.150128627,-2.101800781,0.922310587,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC3198,A,15,4.82,0.109347,0.441883,0.003028306,0.003028306,-0.139918165,-2.098772474,1.010156425,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC3198,A,16,5.15,0.116833,0.440936,0.009228388,0.009228388,-0.130596505,-2.089544086,1.031019270,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC3198,A,17,5.46,0.123866,0.440994,-0.005002268,0.005002268,-0.123208609,-2.094546354,0.983304289,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC3198,A,18,5.78,0.131125,0.438195,-0.009270833,0.009270833,-0.116878733,-2.103817187,0.969203865,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC3198,A,19,6.1,0.138385,0.434188,-0.011569978,0.011569978,-0.111336167,-2.115387165,0.961754501,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC3198,A,20,6.43,0.145871,0.427286,-0.018531583,0.018531583,-0.106695937,-2.133918749,0.939351052,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC3198,A,21,6.74,0.152904,0.411349,-0.015783089,0.015783089,-0.102366754,-2.149701838,0.949058805,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC3198,A,22,7.06,0.160163,0.386265,-0.004876737,0.004876737,-0.097935390,-2.154578575,0.984559896,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC3198,A,23,8.04,0.182396,0.318205,-0.000897415,0.000897415,-0.093716347,-2.155475990,0.997349911,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC3198,A,24,9.04,0.205082,0.267502,0.002558885,0.002558885,-0.089704879,-2.152917105,1.007137096,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC3198,A,25,10.04,0.227768,0.235784,0.016864800,0.016864800,-0.085442092,-2.136052305,1.045527372,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC3198,A,26,11.04,0.250454,0.214192,0.019426495,0.019426495,-0.081408685,-2.116625810,1.051023486,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC3198,A,27,12.05,0.273367,0.195357,0.011319616,0.011319616,-0.077974303,-2.105306194,1.028841424,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC3198,A,28,14.05,0.318739,0.156946,0.010607860,0.010607860,-0.074810655,-2.094698334,1.025493399,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC3198,A,29,16.07,0.364564,0.120713,0.001704266,0.001704266,-0.072172209,-2.092994068,1.003832048,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC3198,A,30,18.13,0.411298,0.0973667,0.010865168,0.010865168,-0.069404297,-2.082128900,1.023452595,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC3198,A,31,20.05,0.454855,0.0839546,0.015352150,0.015352150,-0.066670218,-2.066776750,1.032269776,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC3198,A,32,22.12,0.501815,0.0716193,0.011905374,0.011905374,-0.064214730,-2.054871376,1.024272725,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC3198,A,33,24.03,0.545145,0.0621705,-0.002465419,0.002465419,-0.062343539,-2.057336795,0.995127647,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC3198,A,34,26.1,0.592105,0.0551277,-0.010378271,0.010378271,-0.060815149,-2.067715066,0.979959362,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC3198,A,35,28.16,0.638838,0.0497482,-0.020642749,0.020642749,-0.059667366,-2.088357815,0.960957173,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC3198,A,36,30.08,0.682396,0.0443929,-0.028775208,0.028775208,-0.058809251,-2.117133023,0.946685747,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC3198,A,37,32.14,0.729129,0.0392396,-0.013130910,0.013130910,-0.057574701,-2.130263933,0.975895661,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC3198,A,38,34.06,0.772686,0.0358558,-0.004526077,0.004526077,-0.056178684,-2.134790010,0.991754670,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC3198,A,39,36.12,0.819419,0.0333556,-0.009059809,0.009059809,-0.054970508,-2.143849819,0.983684285,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC3198,A,40,38.19,0.866379,0.031134,-0.006420634,0.006420634,-0.053756761,-2.150270453,0.988520683,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC3198,A,41,40.1,0.90971,0.0293398,-0.003591007,0.003591007,-0.052533206,-2.153861460,0.993616700,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC3198,A,42,42.17,0.95667,0.0280821,-0.013549775,0.013549775,-0.051605029,-2.167411234,0.976157967,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC3198,A,43,44.08,1,0.0256574,-0.010930205,0.010930205,-0.050659103,-2.178341439,0.980942151,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC3741,C,1,0.23,0.0328571,0.086048,-0.223086686,0.223086686,-0.223086686,-0.223086686,0.580975451,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC3741,C,2,0.47,0.0671429,0.0683148,-0.226473994,0.226473994,-0.224780340,-0.449560680,0.592611591,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC3741,C,3,0.7,0.1,0.0500717,-0.011499953,0.011499953,-0.153686878,-0.461060633,0.978128951,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC3741,C,4,0.93,0.132857,0.0383325,0.041513780,0.041513780,-0.104886713,-0.419546853,1.078077284,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC3741,C,5,1.17,0.167143,0.0296601,0.059740638,0.059740638,-0.071961243,-0.359806215,1.109769399,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC3741,C,6,1.4,0.2,0.0241872,0.022656108,0.022656108,-0.056191685,-0.337150107,1.039907456,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC3741,C,7,1.64,0.234286,0.0205363,0.019536119,0.019536119,-0.045373427,-0.317613988,1.033758433,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC3741,C,8,1.87,0.267143,0.0177029,0.130029280,0.130029280,-0.023448088,-0.187584707,1.234065950,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC3741,C,9,2.1,0.3,0.015571,0.165126598,0.165126598,-0.002495346,-0.022458110,1.298918534,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
