GalaxyName,Class,RadiusKpc,RadiusFraction,JoinRadiusDeltaKpc,StressDispersionOverRotationScale,S_tau_source_percentile,S_tau_source_log,aN_over_a0,VobsKms,VbarKms,ModelVelocity_S_tau1,ModelVelocity_SourcePercentile,ModelVelocity_SourceLog,AbsLogResidual_S_tau1,AbsLogResidual_SourcePercentile,AbsLogResidual_SourceLog,DeltaAbsLogResidual_SourcePercentileMinusS1,DeltaAbsLogResidual_SourceLogMinusS1,InterpretationGuardrail
NGC2403,A,16.4,0.785817,0.000000000,0.085565983,0.855594733,0.497453640,0.0546002,134.000000000,57.581762738,118.959120074,110.095906400,88.114152558,0.119059895,0.196487938,0.419206638,0.077428043,0.300146743,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC2403,A,16.89,0.809296,0.000000000,0.087460695,0.852390165,0.495185928,0.0512086,134.000000000,56.591625264,118.154474109,109.067192149,87.076681700,0.125846929,0.205875666,0.431050671,0.080028737,0.305203742,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC2403,A,17.39,0.833253,0.000000000,0.081772292,0.862011087,0.502006091,0.0481647,136.000000000,55.690348805,117.443208235,108.921998288,86.690660376,0.146700003,0.222022872,0.450308731,0.075322869,0.303608728,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC2403,A,17.89,0.857211,0.000000000,0.080041542,0.864938344,0.504088307,0.0452138,136.000000000,54.727595416,116.602985792,108.245993102,85.918256195,0.153880005,0.228248535,0.459258551,0.074368530,0.305378546,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC2403,A,18.38,0.88069,0.000000000,0.075975862,0.871814719,0.508992766,0.0425389,135.000000000,53.806112106,115.771292335,107.828268295,85.345940586,0.153658151,0.224734925,0.458561892,0.071076774,0.304903741,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC2403,A,18.88,0.904648,0.000000000,0.074585407,0.874166426,0.510674336,0.0399928,133.000000000,52.875880135,114.898074931,107.093600492,84.549023280,0.146303698,0.216645905,0.453017605,0.070342207,0.306713907,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC2403,A,19.38,0.928606,0.000000000,0.077715516,0.868872403,0.506891945,0.0380583,134.000000000,52.259746459,114.456981170,106.301207242,83.787023735,0.157640758,0.231563158,0.469561652,0.073922400,0.311920895,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC2403,A,19.87,0.952084,0.000000000,0.072611337,0.877505215,0.513065451,0.0367133,136.000000000,51.972859744,114.477592298,106.821088523,84.041878542,0.172275782,0.241499521,0.481339657,0.069223738,0.309063875,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC2403,A,20.37,0.976042,0.000000000,0.066441830,0.887939840,0.520566806,0.035421,135.000000000,51.688220128,114.494218103,107.456167921,84.382937891,0.164750454,0.228191754,0.469909555,0.063441301,0.305159101,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC2403,A,20.87,1,0.000000000,0.066620603,0.887637477,0.520348830,0.0342432,134.000000000,51.441591636,114.553089054,107.461721974,84.281585477,0.156801425,0.220705090,0.463676399,0.063903666,0.306874975,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC2976,C,0.11,0.0484581,0.000000000,3.538610395,0.000000000,0.000000000,0.17894,6.800000000,8.537200946,14.331530394,8.537200946,8.537200946,0.745539420,0.227510584,0.227510584,-0.518028837,-0.518028837,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC2976,C,0.17,0.0748899,0.000000000,3.538610395,0.000000000,0.000000000,0.194279,9.500000000,11.058679849,18.288412992,11.058679849,11.058679849,0.654975891,0.151923828,0.151923828,-0.503052063,-0.503052063,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC2976,C,0.24,0.105727,0.000000000,1.444171362,0.000000000,0.000000000,0.221246,14.000000000,14.021986307,22.645600711,14.021986307,14.021986307,0.480908274,0.001569219,0.001569219,-0.479339056,-0.479339056,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC2976,C,0.31,0.136564,0.000000000,1.291040375,0.000000000,0.000000000,0.240115,19.800000000,16.601835742,26.414565120,16.601835742,16.601835742,0.288233629,0.176168662,0.176168662,-0.112064968,-0.112064968,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC2976,C,0.38,0.167401,0.000000000,1.067359700,0.000000000,0.000000000,0.252923,26.100000000,18.864796580,29.731934072,18.864796580,18.864796580,0.130286375,0.324637744,0.324637744,0.194351369,0.194351369,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC2976,C,0.45,0.198238,0.000000000,1.081316091,0.000000000,0.000000000,0.265058,28.700000000,21.015620381,32.840119062,21.015620381,21.015620381,0.134753787,0.311631134,0.311631134,0.176877347,0.176877347,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC2976,C,0.52,0.229075,0.000000000,1.188489947,0.000000000,0.000000000,0.279408,28.700000000,23.194603898,35.899046476,23.194603898,23.194603898,0.223813612,0.212977462,0.212977462,-0.010836150,-0.010836150,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC2976,C,0.59,0.259912,0.000000000,1.274017267,0.000000000,0.000000000,0.295025,31.700000000,25.387577671,38.906997570,25.387577671,25.387577671,0.204857440,0.222056695,0.222056695,0.017199255,0.017199255,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC2976,C,0.66,0.290749,0.000000000,1.131048394,0.000000000,0.000000000,0.309738,35.500000000,27.512805200,41.793822575,27.512805200,27.512805200,0.163215847,0.254881157,0.254881157,0.091665310,0.091665310,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC2976,C,0.73,0.321586,0.000000000,0.901213429,0.000000000,0.000000000,0.323576,39.400000000,29.574358827,44.572019958,29.574358827,29.574358827,0.123340491,0.286858086,0.286858086,0.163517596,0.163517596,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC2976,C,0.8,0.352423,0.000000000,0.556863514,0.058478706,0.028563257,0.336432,42.900000000,31.568896085,47.245079798,32.485619024,32.016658949,0.096476691,0.278074326,0.292615466,0.181597635,0.196138775,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC2976,C,0.87,0.38326,0.000000000,0.803178512,0.000000000,0.000000000,0.349447,46.000000000,33.551836015,49.871293741,33.551836015,33.551836015,0.080804165,0.315549810,0.315549810,0.234745645,0.234745645,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC2976,C,0.94,0.414097,0.000000000,0.782817867,0.000000000,0.000000000,0.366279,49.100000000,35.705562592,52.627226152,35.705562592,35.705562592,0.069374558,0.318552543,0.318552543,0.249177985,0.249177985,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC2976,C,1.01,0.444934,0.000000000,0.757461018,0.000000000,0.000000000,0.392188,49.200000000,38.297792365,55.764672715,38.297792365,38.297792365,0.125246940,0.250501370,0.250501370,0.125254430,0.125254430,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC2976,C,1.08,0.475771,0.000000000,0.729353277,0.000000000,0.000000000,0.421425,51.400000000,41.052334282,59.020054390,41.052334282,41.052334282,0.138239119,0.224790474,0.224790474,0.086551355,0.086551355,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC2976,C,1.14,0.502203,0.000000000,0.683220771,0.000000000,0.000000000,0.446201,57.200000000,43.399394005,61.771803338,43.399394005,43.399394005,0.076893105,0.276108420,0.276108420,0.199215315,0.199215315,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC2976,C,1.21,0.53304,0.000000000,0.721702278,0.000000000,0.000000000,0.481772,63.800000000,46.460000538,65.251596626,46.460000538,46.460000538,0.022497325,0.317161451,0.317161451,0.294664127,0.294664127,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC2976,C,1.29,0.568282,0.000000000,0.782920950,0.000000000,0.000000000,0.521934,67.800000000,49.930820642,69.167696421,49.930820642,49.930820642,0.019971744,0.305923735,0.305923735,0.285951991,0.285951991,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC2976,C,1.35,0.594714,0.000000000,0.602744465,0.000000000,0.000000000,0.551881,69.800000000,52.523735587,72.073101959,52.523735587,52.523735587,0.032046899,0.284368836,0.284368836,0.252321937,0.252321937,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC2976,C,1.42,0.625551,0.000000000,0.569950038,0.036345176,0.017678105,0.580469,71.700000000,55.245825634,75.166950329,55.969862417,55.597993368,0.047220896,0.247677373,0.254343638,0.200456476,0.207122741,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC2976,C,1.49,0.656388,0.000000000,0.590801589,0.001078482,0.000520213,0.606142,74.100000000,57.829067950,78.116162503,57.850947216,57.839621560,0.052781449,0.247545705,0.247741497,0.194764256,0.194960048,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC2976,C,1.56,0.687225,0.000000000,0.533650086,0.097740094,0.048098843,0.629259,76.700000000,60.289652512,80.937746455,62.307799155,61.282801941,0.053778589,0.207815103,0.224402460,0.154036515,0.170623872,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC2976,C,1.63,0.718062,0.000000000,0.546224485,0.076472733,0.037480267,0.640708,79.900000000,62.185613690,83.236150042,63.795405736,62.974593413,0.040905896,0.225094675,0.238044487,0.184188779,0.197138590,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC2976,C,1.74,0.76652,0.000000000,0.465045651,0.213772306,0.107610935,0.639873,83.600000000,64.207763939,85.961198272,68.858045760,66.548671347,0.027852491,0.193996442,0.228109940,0.166143951,0.200257449,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC2976,C,1.93,0.85022,0.000000000,0.434925360,0.264715426,0.134625051,0.552641,83.900000000,62.844321939,86.214959506,69.030890218,65.990595213,0.027218093,0.195071525,0.240113378,0.167853431,0.212895285,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC2976,C,2.1,0.92511,0.000000000,0.467053297,0.210376729,0.105830122,0.480937,88.700000000,61.153244395,85.913571489,66.362241018,63.773632832,0.031918081,0.290131654,0.329920063,0.258213573,0.298001982,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC2976,C,2.27,1,0.000000000,0.446137633,0.245751858,0.124503368,0.428763,85.300000000,60.032660278,86.045868431,66.425454514,63.271392306,0.008706053,0.250094120,0.298741166,0.241388067,0.290035112,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC3198,A,0.32,0.00725953,0.000000000,2.502491513,0.000000000,0.000000000,1.68975,24.400000000,44.745717113,52.234018427,44.745717113,44.745717113,0.761150844,0.606412601,0.606412601,-0.154738243,-0.154738243,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC3198,A,0.64,0.0145191,0.000000000,2.502491513,0.000000000,0.000000000,1.14478,43.300000000,52.085485502,63.857681407,52.085485502,52.085485502,0.388504244,0.184733686,0.184733686,-0.203770558,-0.203770558,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC3198,A,0.96,0.0217786,0.000000000,1.606997009,0.000000000,0.000000000,0.877407,45.500000000,55.847293578,71.140701697,55.847293578,55.847293578,0.446947304,0.204908740,0.204908740,-0.242038565,-0.242038565,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC3198,A,1.28,0.0290381,0.000000000,1.170069535,0.000000000,0.000000000,0.721531,58.500000000,58.478778202,76.785783166,58.478778202,58.478778202,0.271992754,0.000362832,0.000362832,-0.271629922,-0.271629922,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC3198,A,1.61,0.0365245,0.000000000,0.881996879,0.000000000,0.000000000,0.594902,68.800000000,59.552722020,80.695219852,59.552722020,59.552722020,0.159475595,0.144341740,0.144341740,-0.015133855,-0.015133855,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC3198,A,1.93,0.043784,0.000000000,0.881996879,0.000000000,0.000000000,0.483965,76.900000000,58.810049736,82.532005968,58.810049736,58.810049736,0.070680293,0.268193122,0.268193122,0.197512830,0.197512830,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC3198,A,2.24,0.0508167,0.000000000,0.852500824,0.000000000,0.000000000,0.45667,82.000000000,61.544779632,87.244711056,61.544779632,61.544779632,0.061997694,0.286954213,0.286954213,0.224956520,0.224956520,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC3198,A,2.57,0.0583031,0.000000000,0.876681765,0.000000000,0.000000000,0.415248,86.900000000,62.861685867,90.610486391,62.861685867,62.861685867,0.041811918,0.323821182,0.323821182,0.282009264,0.282009264,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC3198,A,2.89,0.0655626,0.000000000,0.769817441,0.000000000,0.000000000,0.369744,97.600000000,62.902108868,92.556966913,62.902108868,62.902108868,0.053053180,0.439297803,0.439297803,0.386244623,0.386244623,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC3198,A,3.21,0.0728221,0.000000000,0.769817441,0.000000000,0.000000000,0.370086,100.000000000,66.323890492,97.575814938,66.323890492,66.323890492,0.024540521,0.410620014,0.410620014,0.386079493,0.386079493,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC3198,A,3.54,0.0803085,0.000000000,0.821380502,0.000000000,0.000000000,0.3908,107.000000000,71.572285837,104.280666799,71.572285837,71.572285837,0.025742851,0.402120905,0.402120905,0.376378054,0.376378054,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC3198,A,3.85,0.0873412,0.000000000,0.803746727,0.000000000,0.000000000,0.41313,113.000000000,76.743143342,110.719483549,76.743143342,76.743143342,0.020387991,0.386923774,0.386923774,0.366535782,0.366535782,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC3198,A,4.17,0.0946007,0.000000000,0.903928601,0.000000000,0.000000000,0.432207,117.000000000,81.692046430,116.926169979,81.692046430,81.692046430,0.000631225,0.359217289,0.359217289,0.358586064,0.358586064,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC3198,A,4.5,0.102087,0.000000000,0.869383739,0.000000000,0.000000000,0.43635,119.000000000,85.268721991,121.841302254,85.268721991,85.268721991,0.023595904,0.333315788,0.333315788,0.309719885,0.309719885,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC3198,A,4.82,0.109347,0.000000000,0.733764026,0.000000000,0.000000000,0.441883,127.000000000,88.806109587,126.615986825,88.806109587,88.806109587,0.003028306,0.357731637,0.357731637,0.354703331,0.354703331,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC3198,A,5.15,0.116833,0.000000000,0.733764026,0.000000000,0.000000000,0.440936,132.000000000,91.697439441,130.787456248,91.697439441,91.697439441,0.009228388,0.364307467,0.364307467,0.355079079,0.355079079,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC3198,A,5.46,0.123866,0.000000000,0.720296019,0.000000000,0.000000000,0.440994,134.000000000,94.423126669,134.671983219,94.423126669,94.423126669,0.005002268,0.350053771,0.350053771,0.345051503,0.345051503,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC3198,A,5.78,0.131125,0.000000000,0.659970906,0.000000000,0.000000000,0.438195,137.000000000,96.841919384,138.276009817,96.841919384,96.841919384,0.009270833,0.346900974,0.346900974,0.337630141,0.337630141,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC3198,A,6.1,0.138385,0.000000000,0.626596121,0.000000000,0.000000000,0.434188,140.000000000,99.030629858,141.629203723,99.030629858,99.030629858,0.011569978,0.346213228,0.346213228,0.334643249,0.334643249,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC3198,A,6.43,0.145871,0.000000000,0.633824922,0.000000000,0.000000000,0.427286,142.000000000,100.862695532,144.656018964,100.862695532,100.862695532,0.018531583,0.342066916,0.342066916,0.323535332,0.323535332,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC3198,A,6.74,0.152904,0.000000000,0.633824922,0.000000000,0.000000000,0.411349,144.000000000,101.321390140,146.290795246,101.321390140,101.321390140,0.015783089,0.351515754,0.351515754,0.335732665,0.335732665,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC3198,A,7.06,0.160163,0.000000000,0.607081035,0.000000000,0.000000000,0.386265,146.000000000,100.487206648,146.713742543,100.487206648,100.487206648,0.004876737,0.373576199,0.373576199,0.368699462,0.368699462,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC3198,A,8.04,0.182396,0.000000000,0.546010836,0.076834082,0.037659963,0.318205,147.000000000,97.330176718,147.131979150,101.156652490,99.205710755,0.000897415,0.373762257,0.393237006,0.372864842,0.392339592,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC3198,A,9.04,0.205082,0.000000000,0.474796100,0.197281154,0.098984886,0.267502,148.000000000,94.626703155,147.621769114,105.081630924,99.872413718,0.002558885,0.342474788,0.393318765,0.339915903,0.390759880,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC3198,A,10.04,0.227768,0.000000000,0.434146708,0.266032377,0.135330900,0.235784,152.000000000,93.624502135,149.458045467,108.478032384,101.180505804,0.016864800,0.337332835,0.406974413,0.320468035,0.390109613,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC3198,A,11.04,0.250454,0.000000000,0.441634193,0.253368627,0.128559308,0.214192,155.000000000,93.573344762,152.017952424,108.381374761,101.086943079,0.019426495,0.357768862,0.427444148,0.338342367,0.408017653,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC3198,A,12.05,0.273367,0.000000000,0.356287611,0.397717205,0.207918083,0.195357,156.000000000,93.362799337,154.244096707,117.576338764,106.021121977,0.011319616,0.282768193,0.386217669,0.271448577,0.374898053,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC3198,A,14.05,0.318739,0.000000000,0.286078564,0.516463332,0.277039391,0.156946,157.000000000,90.360597608,155.343368246,123.921815854,108.363384811,0.010607860,0.236594956,0.370755552,0.225987096,0.360147692,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC3198,A,16.07,0.364564,0.000000000,0.225762266,0.618477632,0.339504241,0.120713,153.000000000,84.752162804,152.739469349,126.800791162,107.834141710,0.001704266,0.187820640,0.349843600,0.186116374,0.348139333,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC3198,A,18.13,0.411298,0.000000000,0.242881858,0.589522885,0.321467771,0.0973667,153.000000000,80.848145310,151.346627677,122.408614023,103.511135295,0.010865168,0.223073178,0.390758727,0.212208010,0.379893559,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC3198,A,20.05,0.454855,0.000000000,0.202541826,0.657750881,0.364375069,0.0839546,154.000000000,78.948773898,151.653824327,126.770584871,105.440681665,0.015352150,0.194573568,0.378804067,0.179221417,0.363451916,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC3198,A,22.12,0.501815,0.000000000,0.214610214,0.637339347,0.351389573,0.0716193,153.000000000,76.590229142,151.189277838,124.135138125,102.803557009,0.011905374,0.209067126,0.397617968,0.197161752,0.385712594,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC3198,A,24.03,0.545145,0.000000000,0.194488906,0.671370964,0.373112647,0.0621705,150.000000000,74.376362845,150.370269151,125.396464980,102.730650383,0.002465419,0.179154856,0.378524776,0.176689437,0.376059357,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC3198,A,26.1,0.592105,0.000000000,0.189017529,0.680624826,0.379082872,0.0551277,149.000000000,72.991290919,150.554414483,125.782678399,102.394142561,0.010378271,0.169390663,0.375116797,0.159012392,0.364738526,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC3198,A,28.16,0.638838,0.000000000,0.179883962,0.696072631,0.389110662,0.0497482,148.000000000,72.022981749,151.086878049,127.057196064,102.787586779,0.020642749,0.152574926,0.364547679,0.131932177,0.343904930,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC3198,A,30.08,0.682396,0.000000000,0.169712260,0.713276258,0.400369997,0.0443929,146.000000000,70.317185311,150.262209268,127.340072845,102.324774313,0.028775208,0.136745375,0.355454805,0.107970167,0.326679597,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC3198,A,32.14,0.729129,0.000000000,0.162388316,0.725663408,0.408537867,0.0392396,147.000000000,68.336227947,148.942972332,126.829592785,101.267135364,0.013130910,0.147588190,0.372670657,0.134457281,0.359539747,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC3198,A,34.06,0.772686,0.000000000,0.151122655,0.744717272,0.421202662,0.0358558,148.000000000,67.246190598,148.671377599,127.884933733,101.542696116,0.004526077,0.146081369,0.376732912,0.141555292,0.372206835,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC3198,A,36.12,0.819419,0.000000000,0.150516119,0.745743119,0.421888039,0.0333556,148.000000000,66.791932148,149.346944028,128.356764196,101.620904219,0.009059809,0.142398667,0.375963010,0.133338858,0.366903201,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC3198,A,38.19,0.866379,0.000000000,0.148166431,0.749717199,0.424546565,0.031134,149.000000000,66.352667995,149.959752251,129.034337020,101.847768426,0.006420634,0.143867759,0.380467074,0.137447125,0.374046440,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC3198,A,40.1,0.90971,0.000000000,0.135922027,0.770426433,0.438488997,0.0293398,150.000000000,66.003508998,150.539619352,131.132362957,103.071663237,0.003591007,0.134428077,0.375210788,0.130837070,0.371619781,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC3198,A,42.17,0.95667,0.000000000,0.143922618,0.756894855,0.429361993,0.0280821,150.000000000,66.218954235,152.046298345,131.181229410,103.069953756,0.013549775,0.134055496,0.375227374,0.120505722,0.361677599,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC3198,A,44.08,1,0.000000000,0.132950076,0.775452960,0.441895757,0.0256574,149.000000000,64.713167516,150.637533544,131.343471488,102.682780287,0.010930205,0.126130494,0.372301873,0.115200289,0.361371668,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC5055,C,0.72,0.0131892,0.000000000,0.840114186,0.000000000,0.000000000,7.61506,125.000000000,142.484859547,148.813784667,142.484859547,142.484859547,0.174382020,0.130922008,0.130922008,-0.043460012,-0.043460012,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC5055,C,1.43,0.0261953,0.000000000,0.414187941,0.299789085,0.153555560,5.44758,162.000000000,169.838296182,180.142729024,172.927452675,171.420599138,0.106153140,0.065275823,0.056523845,-0.040877318,-0.049629295,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC5055,C,2.16,0.0395677,0.000000000,0.309097386,0.477531085,0.253969937,4.33508,178.000000000,186.204926224,200.118712085,192.849191483,189.738609543,0.117127201,0.080124942,0.063863835,-0.037002259,-0.053263365,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC5055,C,2.87,0.0525737,0.000000000,0.269234648,0.544951823,0.294183498,3.7109,193.000000000,198.584967709,215.642946583,207.880744393,203.603143603,0.110933826,0.074274382,0.053482536,-0.036659444,-0.057451290,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC5055,C,3.59,0.065763,0.000000000,0.192977907,0.673926550,0.374758672,2.81261,192.000000000,193.360471917,214.535841648,207.631115785,201.296125357,0.110981446,0.078267651,0.047281712,-0.032713795,-0.063699734,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC5055,C,4.3,0.078769,0.000000000,0.183504907,0.689948446,0.385125952,2.32803,190.000000000,192.528149370,217.296688626,209.617164539,202.067156631,0.134239576,0.098258769,0.061576029,-0.035980807,-0.072663548,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC5055,C,5.03,0.0921414,0.000000000,0.179589327,0.696570954,0.389435434,2.01528,195.000000000,193.739394161,221.842540578,213.315229671,204.683755183,0.128968295,0.089771465,0.048466572,-0.039196830,-0.080501723,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC5055,C,5.75,0.105331,0.000000000,0.166707961,0.718357496,0.403714273,1.80127,201.000000000,195.834512791,226.966154718,218.198161132,208.402800979,0.121496000,0.082098738,0.036167842,-0.039397262,-0.085328158,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC5055,C,6.46,0.118337,0.000000000,0.156229173,0.736080504,0.415446654,1.65078,204.000000000,198.712936922,232.593129420,223.651486092,212.788349532,0.131170708,0.091968981,0.042178014,-0.039201727,-0.088992694,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC5055,C,7.18,0.131526,0.000000000,0.148342087,0.749420108,0.424347633,1.44774,204.000000000,196.188410208,233.279421227,223.985159692,211.927892939,0.134116974,0.093459804,0.038126095,-0.040657170,-0.095990879,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC5055,C,7.91,0.144898,0.000000000,0.152167615,0.742949907,0.420022720,1.28043,206.000000000,193.656299794,233.894303174,223.551120663,210.557175421,0.126993149,0.081763947,0.021881065,-0.045229202,-0.105112084,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC5055,C,8.62,0.157904,0.000000000,0.134308097,0.773156109,0.440337944,1.14293,206.000000000,190.997942790,234.218563195,224.414229491,210.029621918,0.128378541,0.085617414,0.019372409,-0.042761127,-0.109006133,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC5055,C,11.49,0.210478,0.000000000,0.117132850,0.802204987,0.460178804,0.734473,206.000000000,176.772150239,231.456621810,220.640306044,201.936784964,0.116516308,0.068657632,0.019921466,-0.047858676,-0.096594842,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC5055,C,14.3,0.261953,0.000000000,0.089679331,0.848637736,0.492535540,0.517665,206.000000000,165.561116661,229.669026037,219.965507733,197.136540424,0.108763087,0.065594582,0.043979582,-0.043168504,-0.064783505,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC5055,C,17.19,0.314893,0.000000000,0.081793021,0.861976028,0.501981173,0.376642,203.000000000,154.834759663,227.080448566,217.108811624,191.100735323,0.112098375,0.067192685,0.060405280,-0.044905690,-0.051693095,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC5055,C,20.07,0.36765,0.000000000,0.080696463,0.863830661,0.503299998,0.270651,200.000000000,141.822345383,220.778193767,210.026828082,181.560823717,0.098841183,0.048917909,0.096726652,-0.049923274,-0.002114531,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC5055,C,22.96,0.42059,0.000000000,0.092198144,0.844377611,0.489533092,0.201132,194.000000000,130.765332944,214.892032221,201.800034301,171.948136161,0.102277567,0.039419119,0.120665262,-0.062858448,0.018387694,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC5055,C,25.85,0.47353,0.000000000,0.096314769,0.837415072,0.484640913,0.155512,188.000000000,122.005141490,210.093747943,195.771868206,164.696484147,0.111111887,0.040508081,0.132337673,-0.070603806,0.021225786,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC5055,C,28.74,0.52647,0.000000000,0.096664702,0.836823222,0.484225902,0.125878,184.000000000,115.740069984,207.031427143,192.134797623,159.945709749,0.117934846,0.043261439,0.140101314,-0.074673407,0.022166468,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC5055,C,31.62,0.579227,0.000000000,0.086101620,0.854688798,0.496812154,0.105095,182.000000000,110.927311335,204.884505229,191.231472447,157.606387217,0.118439744,0.049477905,0.143905982,-0.068961839,0.025466238,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC5055,C,34.51,0.632167,0.000000000,0.077851546,0.868642333,0.506727817,0.0901086,180.000000000,107.305404803,203.610516000,190.960101273,156.105883566,0.123252083,0.059107661,0.142422333,-0.064144421,0.019170250,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC5055,C,37.4,0.685107,0.000000000,0.080534727,0.864104209,0.503494631,0.0760782,181.000000000,102.643571158,200.540287314,187.236535635,151.934042135,0.102518130,0.033875683,0.175050538,-0.068642447,0.072532408,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC5055,C,40.29,0.738047,0.000000000,0.088727945,0.850246836,0.493671406,0.0667596,180.000000000,99.797929838,199.362513454,184.452402035,148.950117819,0.102167992,0.024434596,0.189345381,-0.077733396,0.087177388,things_source_s_tau_velocity_readout_no_refit_not_validation
